Employee_ID,Name,Department,Role_Title,Age,Gender,Tenure_Years,Engagement_Score,Workload_Score,Exit_Interview_Feedback,Reason_For_Turnover,Knowledge_Dependency_Level,Key_Project_Participation,Productivity_Impact_Score,Performance_Score,Internal_Mobility_Participation,Learning_Development_Plan,Remote_Work_Status,Flexibility_Satisfaction,Recognition_Received,Predicted_Turnover_Risk,Retention_Action_Taken,Last_Engagement_Check,Voluntary_Turnover,Employee_Category,Tenure_Category,Engagement_Level,Performance_Level,Total_Employees,Is_High_Risk,Is_Turned_Over,Is_Remote,Is_Recognized,Engagement_Percentage,Performance_Percentage,Flexibility_Percentage,Retention_Success
1232,Employee_1232,Marketing,Analyst,31,Non-Binary,13.1,0.61,0.96,Work-Life Balance,Compensation,Medium,Yes,3,2.5,Yes,No,No,5,5,Low,Promotion Offered,2024-08-19,Yes,26-35,10-20 yrs,Medium,Low,1,No,Yes,No,Yes,61.0,50.0,50,No
1233,Employee_1233,Hr,Lead,26,Non-Binary,7.6,0.53,0.99,Cultural Issues,Compensation,Low,Yes,10,3.5,Yes,Yes,No,8,1,High,Salary Adjustment,2024-08-20,No,26-35,5-10 yrs,Medium,Average,1,Yes,No,No,Yes,53.0,70.0,80,Yes
1234,Employee_1234,Hr,Senior Developer,40,Non-Binary,6.4,0.56,0.96,Burnout,Burnout,High,Yes,2,4.4,Yes,Yes,No,6,9,High,Mentorship,2024-08-21,No,36-45,5-10 yrs,Medium,High,1,Yes,No,No,Yes,56.0,88.0,60,Yes
1235,Employee_1235,It,Senior Developer,59,Female,0.7,0.92,0.88,Work-Life Balance,Personal Reasons,Medium,No,9,4.3,Yes,No,Yes,6,6,High,Mentorship,2024-08-22,Yes,56-65,<2 yrs,High,High,1,Yes,Yes,Yes,Yes,92.0,86.0,60,No
1236,Employee_1236,Operations,Intern,32,Non-Binary,16.8,0.83,0.79,Better Opportunity,Relocation,Low,No,1,4.7,No,Yes,Yes,7,9,High,Mentorship,2024-08-23,Yes,26-35,10-20 yrs,High,High,1,Yes,Yes,Yes,Yes,83.0,94.0,70,No
1237,Employee_1237,Sales,Manager,41,Non-Binary,2.2,0.3,0.76,Lack of Growth,Burnout,High,Yes,2,4.7,No,Yes,No,8,13,Medium,Salary Adjustment,2024-08-24,No,36-45,2-5 yrs,Low,High,1,No,No,No,Yes,30.0,94.0,80,Yes
1238,Employee_1238,Marketing,Senior Developer,41,Non-Binary,12.8,0.69,0.37,Management Conflict,Compensation,Low,No,1,2.8,Yes,No,No,9,5,Low,Mentorship,2024-08-25,No,36-45,10-20 yrs,Medium,Average,1,No,No,No,Yes,69.0,56.0,90,Yes
1239,Employee_1239,Finance,Lead,42,Female,10.3,1.0,0.49,Cultural Issues,Compensation,High,No,7,4.2,Yes,Yes,Yes,9,10,Low,Salary Adjustment,2024-08-26,Yes,36-45,10-20 yrs,High,High,1,No,Yes,Yes,Yes,100.0,84.0,90,No
1240,Employee_1240,Operations,Manager,39,Non-Binary,10.8,0.68,0.3,Management Conflict,Personal Reasons,Low,Yes,0,4.0,No,No,Yes,5,5,High,Salary Adjustment,2024-08-27,No,36-45,10-20 yrs,Medium,High,1,Yes,No,Yes,Yes,68.0,80.0,50,Yes
1241,Employee_1241,Operations,Senior Developer,31,Female,18.6,0.83,0.4,Management Conflict,Compensation,High,Yes,4,4.7,No,Yes,Yes,6,7,Low,Mentorship,2024-08-28,Yes,26-35,10-20 yrs,High,High,1,No,Yes,Yes,Yes,83.0,94.0,60,No
1242,Employee_1242,Hr,Intern,55,Male,1.1,0.82,0.61,Work-Life Balance,Relocation,Low,Yes,0,2.6,Yes,No,Yes,9,9,Low,Mentorship,2024-08-29,No,46-55,<2 yrs,High,Average,1,No,No,Yes,Yes,82.0,52.0,90,Yes
1243,Employee_1243,It,Executive,47,Non-Binary,15.6,0.48,0.4,Lack of Growth,Better Opportunity,Low,No,4,4.2,Yes,Yes,No,5,12,Medium,Promotion Offered,2024-08-30,Yes,46-55,10-20 yrs,Medium,High,1,No,Yes,No,Yes,48.0,84.0,50,No
1244,Employee_1244,It,Intern,51,Female,1.5,0.5,0.93,Work-Life Balance,Compensation,Medium,Yes,2,3.3,Yes,No,No,7,2,Medium,Salary Adjustment,2024-08-31,No,46-55,<2 yrs,Medium,Average,1,No,No,No,Yes,50.0,66.0,70,Yes
1245,Employee_1245,Marketing,Analyst,30,Male,1.2,0.78,0.86,Management Conflict,Personal Reasons,High,Yes,8,3.2,Yes,No,Yes,8,9,Low,Training,2024-09-01,No,26-35,<2 yrs,High,Average,1,No,No,Yes,Yes,78.0,64.0,80,Yes
1246,Employee_1246,Hr,Senior Developer,52,Female,8.9,0.6,0.35,Burnout,Better Opportunity,High,No,0,2.1,No,No,Yes,6,1,Medium,Mentorship,2024-09-02,Yes,46-55,5-10 yrs,Medium,Low,1,No,Yes,Yes,Yes,60.0,42.0,60,No
1247,Employee_1247,Operations,Analyst,25,Female,1.7,0.66,0.47,Better Opportunity,Relocation,Medium,Yes,9,4.9,Yes,No,No,6,13,High,Promotion Offered,2024-09-03,No,18-25,<2 yrs,Medium,High,1,Yes,No,No,Yes,66.0,98.0,60,Yes
1248,Employee_1248,Sales,Analyst,27,Male,15.9,0.77,0.87,Lack of Growth,Relocation,Medium,No,0,4.0,No,No,Yes,5,8,Low,Salary Adjustment,2024-09-04,No,26-35,10-20 yrs,High,High,1,No,No,Yes,Yes,77.0,80.0,50,Yes
1249,Employee_1249,Hr,Lead,35,Non-Binary,10.8,0.82,0.86,Lack of Growth,Relocation,Low,No,7,3.8,Yes,Yes,No,6,4,Medium,Promotion Offered,2024-09-05,Yes,26-35,10-20 yrs,High,High,1,No,Yes,No,Yes,82.0,76.0,60,No
1250,Employee_1250,Marketing,Manager,25,Non-Binary,1.1,0.42,0.96,Burnout,Personal Reasons,High,Yes,2,2.8,No,Yes,Yes,8,12,Medium,Promotion Offered,2024-09-06,Yes,18-25,<2 yrs,Medium,Average,1,No,Yes,Yes,Yes,42.0,56.0,80,No
1251,Employee_1251,Marketing,Lead,47,Female,1.3,0.32,1.0,Management Conflict,Better Opportunity,Low,Yes,10,4.0,Yes,Yes,Yes,9,5,Low,Mentorship,2024-09-07,Yes,46-55,<2 yrs,Low,High,1,No,Yes,Yes,Yes,32.0,80.0,90,No
1252,Employee_1252,Hr,Senior Developer,38,Male,12.4,0.43,0.98,Work-Life Balance,Relocation,Low,Yes,6,4.8,Yes,Yes,Yes,5,10,Low,Mentorship,2024-09-08,No,36-45,10-20 yrs,Medium,High,1,No,No,Yes,Yes,43.0,96.0,50,Yes
1253,Employee_1253,Marketing,Analyst,40,Non-Binary,16.2,0.61,0.59,Burnout,Compensation,Low,Yes,9,2.5,No,No,No,8,6,High,Mentorship,2024-09-09,No,36-45,10-20 yrs,Medium,Low,1,Yes,No,No,Yes,61.0,50.0,80,Yes
1254,Employee_1254,Hr,Executive,27,Female,9.0,0.47,0.48,Better Opportunity,Better Opportunity,Medium,No,4,5.0,No,No,No,6,12,Medium,Mentorship,2024-09-10,No,26-35,5-10 yrs,Medium,High,1,No,No,No,Yes,47.0,100.0,60,Yes
1255,Employee_1255,Finance,Analyst,50,Male,11.3,0.65,0.83,Cultural Issues,Relocation,High,Yes,1,3.3,No,Yes,No,9,1,Low,Promotion Offered,2024-09-11,No,46-55,10-20 yrs,Medium,Average,1,No,No,No,Yes,65.0,66.0,90,Yes
1256,Employee_1256,Hr,Executive,32,Female,16.1,0.24,0.51,Work-Life Balance,Better Opportunity,Medium,Yes,10,4.9,No,No,No,8,10,Medium,Salary Adjustment,2024-09-12,Yes,26-35,10-20 yrs,Low,High,1,No,Yes,No,Yes,24.0,98.0,80,No
1257,Employee_1257,Hr,Lead,37,Male,12.4,0.61,0.86,Lack of Growth,Compensation,Medium,No,6,3.9,Yes,Yes,Yes,9,5,Medium,Mentorship,2024-09-13,No,36-45,10-20 yrs,Medium,High,1,No,No,Yes,Yes,61.0,78.0,90,Yes
1258,Employee_1258,Marketing,Lead,51,Non-Binary,4.9,0.49,0.67,Burnout,Burnout,High,Yes,6,3.0,No,Yes,Yes,9,11,Medium,Training,2024-09-14,Yes,46-55,2-5 yrs,Medium,Average,1,No,Yes,Yes,Yes,49.0,60.0,90,No
1259,Employee_1259,Marketing,Manager,46,Non-Binary,12.5,0.63,0.86,Work-Life Balance,Relocation,High,Yes,2,3.1,Yes,No,No,5,0,Medium,Salary Adjustment,2024-09-15,Yes,46-55,10-20 yrs,Medium,Average,1,No,Yes,No,No,63.0,62.0,50,No
1260,Employee_1260,It,Analyst,32,Female,12.8,0.54,0.49,Cultural Issues,Compensation,Medium,No,5,2.9,Yes,Yes,No,6,8,Low,Promotion Offered,2024-09-16,Yes,26-35,10-20 yrs,Medium,Average,1,No,Yes,No,Yes,54.0,58.0,60,No
1261,Employee_1261,It,Intern,28,Non-Binary,14.8,0.43,0.66,Better Opportunity,Personal Reasons,Medium,Yes,4,3.0,Yes,Yes,No,7,11,Low,Training,2024-09-17,Yes,26-35,10-20 yrs,Medium,Average,1,No,Yes,No,Yes,43.0,60.0,70,No
1262,Employee_1262,Finance,Lead,47,Non-Binary,12.6,0.92,0.69,Burnout,Relocation,Medium,No,0,3.9,Yes,Yes,Yes,7,5,High,Salary Adjustment,2024-09-18,Yes,46-55,10-20 yrs,High,High,1,Yes,Yes,Yes,Yes,92.0,78.0,70,No
1263,Employee_1263,It,Lead,43,Male,19.4,0.35,0.96,Better Opportunity,Burnout,High,Yes,0,2.0,Yes,No,Yes,7,10,Low,Mentorship,2024-09-19,Yes,36-45,10-20 yrs,Low,Low,1,No,Yes,Yes,Yes,35.0,40.0,70,No
1264,Employee_1264,Hr,Manager,46,Non-Binary,4.3,0.75,0.49,Cultural Issues,Compensation,High,Yes,1,4.9,Yes,Yes,No,8,6,Medium,Training,2024-09-20,No,46-55,2-5 yrs,High,High,1,No,No,No,Yes,75.0,98.0,80,Yes
1265,Employee_1265,Marketing,Executive,40,Male,19.0,0.94,0.96,Cultural Issues,Compensation,Low,No,6,4.3,No,Yes,No,7,11,High,Promotion Offered,2024-09-21,No,36-45,10-20 yrs,High,High,1,Yes,No,No,Yes,94.0,86.0,70,Yes
1266,Employee_1266,It,Manager,52,Male,11.0,0.63,0.86,Management Conflict,Better Opportunity,High,No,2,4.8,Yes,No,No,10,4,Low,Training,2024-09-22,Yes,46-55,10-20 yrs,Medium,High,1,No,Yes,No,Yes,63.0,96.0,100,No
1267,Employee_1267,It,Analyst,47,Female,13.6,0.9,0.81,Lack of Growth,Relocation,Medium,Yes,8,4.2,Yes,No,Yes,10,1,Low,Mentorship,2024-09-23,No,46-55,10-20 yrs,High,High,1,No,No,Yes,Yes,90.0,84.0,100,Yes
1268,Employee_1268,Finance,Senior Developer,57,Male,2.4,0.3,0.85,Management Conflict,Burnout,High,Yes,2,3.4,No,No,Yes,6,3,High,Mentorship,2024-09-24,Yes,56-65,2-5 yrs,Low,Average,1,Yes,Yes,Yes,Yes,30.0,68.0,60,No
1269,Employee_1269,Operations,Senior Developer,44,Non-Binary,7.9,0.6,0.72,Work-Life Balance,Personal Reasons,High,No,9,2.6,Yes,No,Yes,7,11,Low,Mentorship,2024-09-25,No,36-45,5-10 yrs,Medium,Average,1,No,No,Yes,Yes,60.0,52.0,70,Yes
1270,Employee_1270,Finance,Executive,34,Male,15.5,0.57,0.47,Cultural Issues,Better Opportunity,High,Yes,3,3.5,No,No,No,9,4,Low,Mentorship,2024-09-26,Yes,26-35,10-20 yrs,Medium,Average,1,No,Yes,No,Yes,57.0,70.0,90,No
1271,Employee_1271,Hr,Lead,46,Male,14.3,0.21,0.43,Management Conflict,Relocation,Medium,Yes,10,4.1,Yes,No,Yes,10,10,Low,Mentorship,2024-09-27,Yes,46-55,10-20 yrs,Low,High,1,No,Yes,Yes,Yes,21.0,82.0,100,No
1272,Employee_1272,Marketing,Executive,23,Female,1.3,0.55,0.91,Lack of Growth,Burnout,Low,Yes,7,4.6,Yes,No,Yes,9,9,Medium,Salary Adjustment,2024-09-28,No,18-25,<2 yrs,Medium,High,1,No,No,Yes,Yes,55.0,92.0,90,Yes
1273,Employee_1273,Finance,Lead,23,Non-Binary,11.2,0.5,0.81,Lack of Growth,Better Opportunity,Low,Yes,3,3.0,No,Yes,Yes,9,1,High,Mentorship,2024-09-29,No,18-25,10-20 yrs,Medium,Average,1,Yes,No,Yes,Yes,50.0,60.0,90,Yes
1274,Employee_1274,It,Lead,37,Non-Binary,2.2,0.74,0.45,Cultural Issues,Burnout,Medium,Yes,6,3.5,No,No,Yes,7,8,High,Training,2024-09-30,Yes,36-45,2-5 yrs,High,Average,1,Yes,Yes,Yes,Yes,74.0,70.0,70,No
1275,Employee_1275,Marketing,Senior Developer,30,Non-Binary,19.9,0.95,0.73,Burnout,Burnout,Medium,Yes,10,3.9,Yes,Yes,No,6,1,Medium,Salary Adjustment,2024-10-01,No,26-35,10-20 yrs,High,High,1,No,No,No,Yes,95.0,78.0,60,Yes
1276,Employee_1276,Marketing,Executive,49,Male,18.0,0.27,0.61,Management Conflict,Better Opportunity,Low,No,4,3.8,No,Yes,Yes,6,1,High,Mentorship,2024-10-02,Yes,46-55,10-20 yrs,Low,High,1,Yes,Yes,Yes,Yes,27.0,76.0,60,No
1277,Employee_1277,It,Manager,34,Non-Binary,0.9,0.46,0.41,Better Opportunity,Better Opportunity,Medium,Yes,5,2.2,Yes,No,Yes,7,1,Low,Mentorship,2024-10-03,No,26-35,<2 yrs,Medium,Low,1,No,No,Yes,Yes,46.0,44.0,70,Yes
1278,Employee_1278,Finance,Lead,56,Non-Binary,17.2,0.56,0.67,Cultural Issues,Relocation,High,Yes,7,3.5,No,Yes,No,6,1,Medium,Promotion Offered,2024-10-04,Yes,56-65,10-20 yrs,Medium,Average,1,No,Yes,No,Yes,56.0,70.0,60,No
1279,Employee_1279,It,Intern,34,Male,18.4,0.56,0.5,Work-Life Balance,Better Opportunity,High,Yes,3,4.4,No,Yes,Yes,10,4,Medium,Mentorship,2024-10-05,No,26-35,10-20 yrs,Medium,High,1,No,No,Yes,Yes,56.0,88.0,100,Yes
1280,Employee_1280,Operations,Intern,52,Female,7.4,0.82,0.37,Management Conflict,Relocation,Low,Yes,5,4.4,Yes,No,No,7,13,Medium,Promotion Offered,2024-10-06,Yes,46-55,5-10 yrs,High,High,1,No,Yes,No,Yes,82.0,88.0,70,No
1281,Employee_1281,Marketing,Manager,42,Female,14.5,0.55,0.63,Management Conflict,Burnout,High,No,9,3.5,No,Yes,No,6,6,High,Salary Adjustment,2024-10-07,No,36-45,10-20 yrs,Medium,Average,1,Yes,No,No,Yes,55.0,70.0,60,Yes
1282,Employee_1282,Sales,Intern,53,Male,9.1,0.22,0.71,Cultural Issues,Better Opportunity,Low,Yes,1,4.9,Yes,Yes,Yes,5,0,Medium,Mentorship,2024-10-08,No,46-55,5-10 yrs,Low,High,1,No,No,Yes,No,22.0,98.0,50,Yes
1283,Employee_1283,Sales,Analyst,55,Female,13.3,0.77,0.33,Burnout,Relocation,Medium,Yes,8,4.5,Yes,Yes,Yes,5,13,Medium,Mentorship,2024-10-09,Yes,46-55,10-20 yrs,High,High,1,No,Yes,Yes,Yes,77.0,90.0,50,No
1284,Employee_1284,Hr,Lead,29,Female,7.1,0.91,0.58,Management Conflict,Relocation,Low,Yes,8,4.2,No,No,Yes,6,11,Medium,Promotion Offered,2024-10-10,No,26-35,5-10 yrs,High,High,1,No,No,Yes,Yes,91.0,84.0,60,Yes
1285,Employee_1285,It,Manager,23,Female,6.8,0.61,0.48,Management Conflict,Personal Reasons,Low,No,9,3.5,No,No,No,9,8,High,Mentorship,2024-10-11,No,18-25,5-10 yrs,Medium,Average,1,Yes,No,No,Yes,61.0,70.0,90,Yes
1286,Employee_1286,It,Executive,59,Non-Binary,8.8,0.66,0.32,Work-Life Balance,Relocation,High,Yes,9,3.8,Yes,No,No,10,10,High,Mentorship,2024-10-12,Yes,56-65,5-10 yrs,Medium,High,1,Yes,Yes,No,Yes,66.0,76.0,100,No
1287,Employee_1287,Hr,Lead,53,Female,3.3,0.33,0.39,Burnout,Relocation,Low,Yes,5,2.7,No,Yes,No,5,13,High,Mentorship,2024-10-13,No,46-55,2-5 yrs,Low,Average,1,Yes,No,No,Yes,33.0,54.0,50,Yes
1288,Employee_1288,Hr,Manager,49,Non-Binary,16.7,0.38,0.4,Work-Life Balance,Personal Reasons,Low,No,5,3.6,Yes,Yes,No,10,5,Medium,Mentorship,2024-10-14,No,46-55,10-20 yrs,Low,High,1,No,No,No,Yes,38.0,72.0,100,Yes
1289,Employee_1289,Hr,Senior Developer,58,Female,7.3,0.39,0.43,Better Opportunity,Compensation,Low,No,9,3.6,No,No,Yes,8,11,Low,Training,2024-10-15,Yes,56-65,5-10 yrs,Low,High,1,No,Yes,Yes,Yes,39.0,72.0,80,No
1290,Employee_1290,Marketing,Executive,22,Non-Binary,8.3,0.54,0.86,Work-Life Balance,Better Opportunity,Medium,No,6,2.6,No,No,Yes,10,0,High,Mentorship,2024-10-16,Yes,18-25,5-10 yrs,Medium,Average,1,Yes,Yes,Yes,No,54.0,52.0,100,No
1291,Employee_1291,Operations,Senior Developer,31,Male,17.9,0.94,0.61,Better Opportunity,Personal Reasons,High,No,3,4.9,No,Yes,No,7,0,Low,Training,2024-10-17,No,26-35,10-20 yrs,High,High,1,No,No,No,No,94.0,98.0,70,Yes
1292,Employee_1292,It,Lead,25,Male,10.2,0.62,0.4,Work-Life Balance,Relocation,High,No,6,2.7,No,Yes,Yes,8,8,Low,Promotion Offered,2024-10-18,No,18-25,10-20 yrs,Medium,Average,1,No,No,Yes,Yes,62.0,54.0,80,Yes
1293,Employee_1293,Marketing,Executive,56,Female,11.1,0.35,0.37,Better Opportunity,Relocation,Low,Yes,9,2.3,No,Yes,No,6,8,High,Mentorship,2024-10-19,Yes,56-65,10-20 yrs,Low,Low,1,Yes,Yes,No,Yes,35.0,46.0,60,No
1294,Employee_1294,Hr,Intern,31,Non-Binary,19.2,0.41,0.51,Burnout,Better Opportunity,Low,Yes,0,3.4,Yes,Yes,Yes,6,0,High,Mentorship,2024-10-20,No,26-35,10-20 yrs,Medium,Average,1,Yes,No,Yes,No,41.0,68.0,60,Yes
1295,Employee_1295,It,Manager,32,Male,17.8,0.51,0.86,Work-Life Balance,Burnout,Medium,Yes,6,4.1,Yes,Yes,No,9,13,Low,Promotion Offered,2024-10-21,No,26-35,10-20 yrs,Medium,High,1,No,No,No,Yes,51.0,82.0,90,Yes
1296,Employee_1296,Marketing,Lead,35,Male,3.8,0.7,0.56,Work-Life Balance,Personal Reasons,High,No,0,2.6,No,No,No,5,0,High,Mentorship,2024-10-22,Yes,26-35,2-5 yrs,Medium,Average,1,Yes,Yes,No,No,70.0,52.0,50,No
1297,Employee_1297,Operations,Analyst,59,Male,9.7,0.55,0.41,Cultural Issues,Compensation,High,No,10,2.5,Yes,No,No,10,4,Low,Mentorship,2024-10-23,Yes,56-65,5-10 yrs,Medium,Low,1,No,Yes,No,Yes,55.0,50.0,100,No
1298,Employee_1298,Marketing,Executive,33,Male,19.4,0.51,0.58,Work-Life Balance,Better Opportunity,Low,Yes,7,2.8,Yes,Yes,Yes,5,4,Low,Training,2024-10-24,Yes,26-35,10-20 yrs,Medium,Average,1,No,Yes,Yes,Yes,51.0,56.0,50,No
1299,Employee_1299,Operations,Executive,38,Female,7.8,0.65,0.69,Better Opportunity,Better Opportunity,Medium,No,9,2.9,Yes,Yes,Yes,10,6,Medium,Salary Adjustment,2024-10-25,Yes,36-45,5-10 yrs,Medium,Average,1,No,Yes,Yes,Yes,65.0,58.0,100,No
1300,Employee_1300,Hr,Lead,37,Non-Binary,7.7,0.39,0.32,Cultural Issues,Personal Reasons,Medium,No,5,2.7,Yes,Yes,No,8,3,Low,Mentorship,2024-10-26,Yes,36-45,5-10 yrs,Low,Average,1,No,Yes,No,Yes,39.0,54.0,80,No
1301,Employee_1301,Operations,Lead,56,Male,4.3,0.26,0.74,Better Opportunity,Relocation,Low,No,0,3.4,Yes,No,No,5,9,Medium,Salary Adjustment,2024-10-27,Yes,56-65,2-5 yrs,Low,Average,1,No,Yes,No,Yes,26.0,68.0,50,No
1302,Employee_1302,It,Senior Developer,23,Female,2.7,0.22,0.58,Work-Life Balance,Relocation,Low,Yes,10,2.1,No,No,No,6,0,Medium,Promotion Offered,2024-10-28,Yes,18-25,2-5 yrs,Low,Low,1,No,Yes,No,No,22.0,42.0,60,No
1303,Employee_1303,Hr,Intern,32,Male,14.9,0.4,0.31,Work-Life Balance,Compensation,Low,No,0,2.3,No,Yes,Yes,9,5,High,Promotion Offered,2024-10-29,No,26-35,10-20 yrs,Low,Low,1,Yes,No,Yes,Yes,40.0,46.0,90,Yes
1304,Employee_1304,It,Senior Developer,24,Male,15.5,0.27,0.77,Better Opportunity,Personal Reasons,Low,Yes,3,4.2,No,Yes,No,7,9,High,Mentorship,2024-10-30,Yes,18-25,10-20 yrs,Low,High,1,Yes,Yes,No,Yes,27.0,84.0,70,No
1305,Employee_1305,Sales,Senior Developer,50,Male,19.4,0.47,0.8,Burnout,Better Opportunity,Low,Yes,6,3.2,Yes,Yes,Yes,8,12,Low,Mentorship,2024-10-31,Yes,46-55,10-20 yrs,Medium,Average,1,No,Yes,Yes,Yes,47.0,64.0,80,No
1306,Employee_1306,Finance,Intern,39,Male,15.6,0.82,0.74,Burnout,Personal Reasons,Medium,No,4,3.1,Yes,No,Yes,10,2,High,Salary Adjustment,2024-11-01,No,36-45,10-20 yrs,High,Average,1,Yes,No,Yes,Yes,82.0,62.0,100,Yes
1307,Employee_1307,Operations,Analyst,41,Female,5.2,0.77,0.54,Burnout,Burnout,Medium,Yes,4,2.0,No,No,No,8,6,High,Training,2024-11-02,Yes,36-45,5-10 yrs,High,Low,1,Yes,Yes,No,Yes,77.0,40.0,80,No
1308,Employee_1308,Finance,Senior Developer,35,Non-Binary,1.3,0.69,0.67,Management Conflict,Better Opportunity,Low,No,7,2.9,No,No,Yes,7,13,High,Mentorship,2024-11-03,Yes,26-35,<2 yrs,Medium,Average,1,Yes,Yes,Yes,Yes,69.0,58.0,70,No
1309,Employee_1309,Finance,Senior Developer,55,Female,19.7,0.88,0.57,Cultural Issues,Compensation,Low,No,1,4.5,Yes,Yes,No,6,0,High,Promotion Offered,2024-11-04,Yes,46-55,10-20 yrs,High,High,1,Yes,Yes,No,No,88.0,90.0,60,No
1310,Employee_1310,Operations,Executive,52,Female,7.1,0.43,0.79,Cultural Issues,Compensation,High,Yes,3,3.0,Yes,Yes,No,8,13,Low,Mentorship,2024-11-05,Yes,46-55,5-10 yrs,Medium,Average,1,No,Yes,No,Yes,43.0,60.0,80,No
1311,Employee_1311,Hr,Intern,39,Female,6.6,0.91,0.71,Burnout,Better Opportunity,Medium,No,3,4.9,Yes,No,Yes,5,3,Medium,Training,2024-11-06,No,36-45,5-10 yrs,High,High,1,No,No,Yes,Yes,91.0,98.0,50,Yes
1312,Employee_1312,Sales,Manager,51,Male,18.2,0.52,0.36,Work-Life Balance,Relocation,Medium,Yes,10,3.2,Yes,No,Yes,5,9,Medium,Mentorship,2024-11-07,Yes,46-55,10-20 yrs,Medium,Average,1,No,Yes,Yes,Yes,52.0,64.0,50,No
1313,Employee_1313,It,Analyst,46,Non-Binary,11.9,0.52,0.75,Cultural Issues,Better Opportunity,Low,No,7,3.4,Yes,No,Yes,5,11,Medium,Mentorship,2024-11-08,No,46-55,10-20 yrs,Medium,Average,1,No,No,Yes,Yes,52.0,68.0,50,Yes
1314,Employee_1314,Marketing,Analyst,40,Male,4.7,0.52,0.78,Better Opportunity,Better Opportunity,Medium,Yes,5,4.4,Yes,No,Yes,9,8,High,Training,2024-11-09,No,36-45,2-5 yrs,Medium,High,1,Yes,No,Yes,Yes,52.0,88.0,90,Yes
1315,Employee_1315,It,Intern,29,Female,17.8,0.28,0.56,Work-Life Balance,Burnout,Medium,Yes,9,4.9,No,Yes,Yes,7,14,High,Salary Adjustment,2024-11-10,Yes,26-35,10-20 yrs,Low,High,1,Yes,Yes,Yes,Yes,28.0,98.0,70,No
1316,Employee_1316,Marketing,Lead,49,Male,19.9,0.98,0.91,Cultural Issues,Better Opportunity,Medium,No,8,3.1,No,Yes,Yes,6,9,Low,Promotion Offered,2024-11-11,Yes,46-55,10-20 yrs,High,Average,1,No,Yes,Yes,Yes,98.0,62.0,60,No
1317,Employee_1317,It,Lead,29,Non-Binary,2.2,0.31,0.89,Lack of Growth,Personal Reasons,High,Yes,9,2.4,No,Yes,Yes,5,13,Medium,Mentorship,2024-11-12,No,26-35,2-5 yrs,Low,Low,1,No,No,Yes,Yes,31.0,48.0,50,Yes
1318,Employee_1318,Operations,Executive,52,Non-Binary,17.3,0.47,0.42,Cultural Issues,Personal Reasons,Medium,Yes,8,3.6,No,Yes,No,5,5,Low,Training,2024-11-13,Yes,46-55,10-20 yrs,Medium,High,1,No,Yes,No,Yes,47.0,72.0,50,No
1319,Employee_1319,Sales,Executive,24,Male,8.1,0.46,0.93,Burnout,Compensation,Low,Yes,3,3.8,Yes,No,Yes,9,1,Medium,Mentorship,2024-11-14,Yes,18-25,5-10 yrs,Medium,High,1,No,Yes,Yes,Yes,46.0,76.0,90,No
1320,Employee_1320,Marketing,Intern,24,Female,10.7,0.26,0.61,Better Opportunity,Relocation,Medium,No,9,4.9,Yes,Yes,No,5,5,Low,Mentorship,2024-11-15,No,18-25,10-20 yrs,Low,High,1,No,No,No,Yes,26.0,98.0,50,Yes
1321,Employee_1321,Hr,Executive,43,Male,18.3,0.32,0.81,Cultural Issues,Compensation,Medium,Yes,6,3.2,No,No,Yes,10,8,Low,Salary Adjustment,2024-11-16,Yes,36-45,10-20 yrs,Low,Average,1,No,Yes,Yes,Yes,32.0,64.0,100,No
1322,Employee_1322,It,Analyst,38,Female,19.5,0.24,0.87,Management Conflict,Burnout,High,No,2,2.3,Yes,No,Yes,9,10,Low,Promotion Offered,2024-11-17,No,36-45,10-20 yrs,Low,Low,1,No,No,Yes,Yes,24.0,46.0,90,Yes
1323,Employee_1323,It,Analyst,57,Non-Binary,5.6,0.43,0.65,Burnout,Better Opportunity,Medium,No,5,4.0,No,Yes,No,10,0,Medium,Mentorship,2024-11-18,No,56-65,5-10 yrs,Medium,High,1,No,No,No,No,43.0,80.0,100,Yes
1324,Employee_1324,Marketing,Manager,38,Male,4.7,0.89,0.58,Management Conflict,Compensation,High,Yes,0,2.1,No,No,No,7,11,High,Promotion Offered,2024-11-19,Yes,36-45,2-5 yrs,High,Low,1,Yes,Yes,No,Yes,89.0,42.0,70,No
1325,Employee_1325,Hr,Lead,35,Non-Binary,2.1,0.47,0.94,Work-Life Balance,Better Opportunity,High,No,4,3.3,No,No,No,8,4,Medium,Training,2024-11-20,No,26-35,2-5 yrs,Medium,Average,1,No,No,No,Yes,47.0,66.0,80,Yes
1326,Employee_1326,Hr,Intern,30,Female,11.5,0.3,0.46,Management Conflict,Compensation,High,No,5,3.2,No,Yes,No,5,12,High,Mentorship,2024-11-21,No,26-35,10-20 yrs,Low,Average,1,Yes,No,No,Yes,30.0,64.0,50,Yes
1327,Employee_1327,Operations,Senior Developer,51,Female,0.8,0.72,0.48,Better Opportunity,Better Opportunity,Medium,Yes,4,2.8,No,Yes,Yes,5,7,Low,Salary Adjustment,2024-11-22,Yes,46-55,<2 yrs,High,Average,1,No,Yes,Yes,Yes,72.0,56.0,50,No
1328,Employee_1328,Operations,Lead,42,Male,8.5,1.0,0.55,Lack of Growth,Compensation,Low,No,6,4.9,Yes,Yes,Yes,7,14,Medium,Mentorship,2024-11-23,No,36-45,5-10 yrs,High,High,1,No,No,Yes,Yes,100.0,98.0,70,Yes
